,anneal_temp_unit,anneal_temperature,anneal_time,anneal_time_unit,contributor_key,cool_method,detector,label,magnification,micrograph_id,micron_bar,micron_bar_px,micron_bar_units,path,primary_microconstituent,sample_id,sample_key
465,,,,,2,,SE,ET Gyro,4910x,466,5.0,129,um,micrograph466.tif,pearlite+spheroidite,42.0,42.0
466,,,,,2,,SE,SIS_XL.TIF,1178X,467,20.0,124,um,micrograph467.tif,,47.0,47.0
467,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,468,10.0,103,um,micrograph468.png,spheroidite,37.0,37.0
468,,,,,2,,SE,,49X,469,500.0,129,um,micrograph469.tif,quality,,
469,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,1964X,470,10.0,103,um,micrograph470.tif,spheroidite,19.0,19.0
470,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1178X,471,20.0,124,um,micrograph471.tif,spheroidite+widmanstatten,32.0,32.0
471,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,786x,472,20.0,83,um,micrograph472.tif,spheroidite,24.0,24.0
472,,,,,2,,SE,,14731x,473,2.0,154,um,micrograph473.tif,quality,,
473,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,1964X,474,10.0,103,um,micrograph474.png,spheroidite,39.0,39.0
474,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,982x,475,20.0,103,um,micrograph475.tif,spheroidite+widmanstatten,34.0,34.0
475,,,,,2,,SE,SIS_XL.TIF,98X,476,200.0,103,um,micrograph476.bmp,indent,47.0,47.0
476,C,1000.0,5.0,M,2,Q,SE,AC1 1000C 5M Q,786x,477,20.0,83,um,micrograph477.tif,spheroidite+widmanstatten,4.0,4.0
477,,,,,2,,BSE,SIS_XL.TIF,1473X,478,20.0,154,um,micrograph478.tif,hole,47.0,47.0
478,,,,,2,,SE,SIS_XL.TIF,9820X,479,2.0,103,um,micrograph479.tif,pearlite,47.0,47.0
479,,,,,2,,SE,SIS_XL.TIF,,480,500.0,129,um,micrograph480.tif,network,47.0,47.0
480,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,1964X,481,10.0,103,um,micrograph481.tif,pearlite+spheroidite,5.0,5.0
481,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,1178X,482,20.0,124,um,micrograph482.tif,sample,30.0,30.0
482,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,491x,483,50.0,129,um,micrograph483.tif,pearlite+spheroidite,5.0,5.0
483,,,,,2,,SE,SIS_XL.TIF,49X,484,500.0,129,um,micrograph484.tif,network,47.0,47.0
484,,,,,2,,SE,IN1 Etched Sample,4910x,485,5.0,129,um,micrograph485.jpg,figure,44.0,44.0
485,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,4910x,486,5.0,129,um,micrograph486.tif,spheroidite,12.0,12.0
486,,,,,2,,SE,IN1 Etched Sample,4910x,487,5.0,129,um,micrograph487.tif,pearlite,44.0,44.0
487,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,982x,488,20.0,103,um,micrograph488.tif,spheroidite+widmanstatten,17.0,17.0
488,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,,489,10.0,129,um,micrograph489.tif,spheroidite,33.0,33.0
489,,,,,2,,SE,AC1 + vickers mark,638x,490,20.0,67,um,micrograph490.tif,pearlite+widmanstatten,3.0,3.0
490,,,,,2,,SE,Gaunt - Utah 1.5 yr explant M,117x,491,200.0,123,um,micrograph491.tif,quality,43.0,43.0
491,,,,,2,,SE,SIS_XL.TIF,246x,492,100.0,129,um,micrograph492.tif,martensite,47.0,47.0
492,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,4910X,493,5.0,129,um,micrograph493.tif,spheroidite,18.0,18.0
493,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,,494,100.0,103,um,micrograph494.tif,sample,30.0,30.0
494,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,982x,495,20.0,103,um,micrograph495.tif,spheroidite,37.0,37.0
495,,,,,2,,SE,,3437X,496,5.0,90,um,micrograph496.tif,pearlite+widmanstatten,,
496,,,,,2,,BSE,SIS_XL.TIF,118x,497,200.0,124,um,micrograph497.tif,,47.0,47.0
497,,,,,2,,SE,,11785x,498,2.0,124,um,micrograph498.tif,,,
498,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,982x,499,20.0,103,um,micrograph499.tif,pearlite+spheroidite,5.0,5.0
499,,,,,2,,SE,,49X,500,500.0,129,um,micrograph500.tif,network,,
500,,,,,2,,SE,,9820X,501,2.0,103,um,micrograph501.tif,pearlite,,
501,,,,,2,,SE,SIS_XL.TIF,1964X,502,10.0,103,um,micrograph502.tif,martensite,47.0,47.0
502,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,98X,503,200.0,103,um,micrograph503.tif,sample,35.0,35.0
503,,,,,2,,SE,,344x,504,50.0,90,um,micrograph504.tif,,,
504,,,,,2,,SE,SIS_XL.TIF,491x,505,50.0,129,um,micrograph505.bmp,indent,47.0,47.0
505,,,,,2,,SE,SIS_XL.TIF,4910x,506,5.0,129,um,micrograph506.tif,,47.0,47.0
506,,,,,2,,BSE,,491x,507,50.0,129,um,micrograph507.tif,spheroidite+widmanstatten,,
507,,,,,2,,BSE,,246x,508,100.0,129,um,micrograph508.tif,,,
508,,,,,2,,BSE,,,509,500.0,129,um,micrograph509.tif,,,
509,,,,,2,,SE,,,510,100.0,103,um,micrograph510.tif,,,
510,,,,,2,,SE,,11785x,511,2.0,124,um,micrograph511.tif,,,
511,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,3437X,512,5.0,90,um,micrograph512.tif,spheroidite,29.0,29.0
512,,,,,2,,SE,SIS_XL.TIF,,513,10.0,129,um,micrograph513.tif,crack,47.0,47.0
513,,,,,2,,SE,AC1 + vickers mark,49X,514,500.0,129,um,micrograph514.tif,network,3.0,3.0
514,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,1964X,515,10.0,103,um,micrograph515.tif,pearlite+spheroidite,5.0,5.0
515,,,,,2,,SE,IN1 Etched Sample,11785x,516,2.0,124,um,micrograph516.tif,quality,44.0,44.0
516,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1964X,517,10.0,103,um,micrograph517.tif,spheroidite,33.0,33.0
517,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,49X,518,500.0,129,um,micrograph518.tif,network,37.0,37.0
518,,,,,2,,BSE,SIS_XL.TIF,98x,519,200.0,103,um,micrograph519.bmp,indent,47.0,47.0
519,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,98X,520,200.0,103,um,micrograph520.tif,network,29.0,29.0
520,,,,,2,,BSE,Gaunt - Utah 1.5 yr explant M,3437x,521,5.0,90,um,micrograph521.tif,quality,43.0,43.0
521,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,1178X,522,20.0,124,um,micrograph522.tif,pearlite+spheroidite,5.0,5.0
522,,,,,2,,SE,SIS_XL.TIF,1178X,523,20.0,124,um,micrograph523.tif,pearlite+widmanstatten,47.0,47.0
523,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,982x,524,20.0,103,um,micrograph524.tif,spheroidite,19.0,19.0
524,,,,,2,,BSE,SIS_XL.TIF,246x,525,100.0,129,um,micrograph525.bmp,indent,47.0,47.0
525,,,,,2,,SE,,1473X,526,20.0,154,um,micrograph526.tif,,,
526,,,,,2,,SE,SIS_XL.TIF,98X,527,200.0,103,um,micrograph527.tif,hole,47.0,47.0
527,,,,,2,,SE,SIS_XL.TIF,97x,528,200.0,102,um,micrograph528.tif,network,47.0,47.0
528,,,,,2,,BSE,,,529,10.0,129,um,micrograph529.tif,,,
529,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,982x,530,20.0,103,um,micrograph530.tif,spheroidite,36.0,36.0
530,,,,,2,,BSE,SIS_XL.TIF,1178X,531,20.0,124,um,micrograph531.tif,hole,47.0,47.0
531,,,,,2,,SE,IN1 Etched Sample,491x,532,50.0,129,um,micrograph532.tif,pearlite+spheroidite,44.0,44.0
532,,,,,2,,SE,SIS_XL.TIF,,533,100.0,103,um,micrograph533.tif,,47.0,47.0
533,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,982x,534,20.0,103,um,micrograph534.tif,spheroidite,24.0,24.0
534,,,,,2,,BSE,SIS_XL.TIF,1964X,535,10.0,103,um,micrograph535.tif,pearlite,47.0,47.0
535,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1964X,536,10.0,103,um,micrograph536.png,spheroidite,40.0,40.0
536,,,,,2,,BSE,SIS_XL.TIF,98x,537,200.0,103,um,micrograph537.tif,network,47.0,47.0
537,,,,,2,,BSE,,982x,538,20.0,103,um,micrograph538.tif,,,
538,,,,,2,,SE,,982x,539,20.0,103,um,micrograph539.tif,,,
539,,,,,2,,SE,,1964X,540,10.0,103,um,micrograph540.tif,hole,,
540,,,,,2,,SE,,4910x,541,5.0,129,um,micrograph541.tif,pearlite+spheroidite,,
541,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,,542,100.0,103,um,micrograph542.tif,sample,40.0,40.0
542,C,900.0,3.0,H,2,Q,SE,AC1 900C 3H Q,982x,543,20.0,103,um,micrograph543.tif,spheroidite,21.0,21.0
543,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,982x,544,20.0,103,um,micrograph544.tif,pearlite+spheroidite,5.0,5.0
544,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,118x,545,200.0,124,um,micrograph545.tif,network,19.0,19.0
545,,,,,2,,SE,,49X,546,500.0,129,um,micrograph546.tif,network,,
546,,,,,2,,BSE,,786x,547,20.0,83,um,micrograph547.tif,,,
547,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,3437X,548,5.0,90,um,micrograph548.tif,spheroidite,33.0,33.0
548,,,,,2,,BSE,SIS_XL.TIF,98x,549,200.0,103,um,micrograph549.bmp,indent,47.0,47.0
549,,,,,2,,SE,SIS_XL.TIF,491x,550,50.0,129,um,micrograph550.tif,sample,47.0,47.0
550,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,982x,551,20.0,103,um,micrograph551.tif,spheroidite+widmanstatten,13.0,13.0
551,,,,,2,,SE,,98X,552,200.0,103,um,micrograph552.tif,,,
552,C,900.0,5.0,M,2,Q,SE,AC1 900C 5M Q,982x,553,20.0,103,um,micrograph553.tif,pearlite+widmanstatten,22.0,22.0
553,,,,,2,,,SIS_XL.TIF,,554,2.0,103,um,micrograph554.tif,pearlite,47.0,47.0
554,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,982x,555,20.0,103,um,micrograph555.tif,spheroidite,36.0,36.0
555,,,,,2,,BSE,,98x,556,200.0,103,um,micrograph556.tif,crack,,
556,,,,,2,,SE,,246x,557,100.0,129,um,micrograph557.tif,hole,,
557,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,,558,2.0,103,um,micrograph558.tif,spheroidite,18.0,18.0
558,C,970.0,90.0,M,2,FC,BSE,AC1 970C 90M FC,491x,559,50.0,129,um,micrograph559.tif,sample,35.0,35.0
559,,,,,2,,BSE,SIS_XL.TIF,344x,560,50.0,90,um,micrograph560.tif,,47.0,47.0
560,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,1964X,561,10.0,103,um,micrograph561.tif,spheroidite,37.0,37.0
561,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,344x,562,50.0,90,um,micrograph562.tif,sample,30.0,30.0
562,,,,,2,,BSE,IN3 Unetched,4910X,563,5.0,129,um,micrograph563.tif,quality,45.0,45.0
563,,,,,2,,SE,ET Gyro,491x,564,50.0,129,um,micrograph564.tif,quality,42.0,42.0
564,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,4910X,565,5.0,129,um,micrograph565.tif,spheroidite,7.0,7.0
565,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,566,10.0,103,um,micrograph566.png,spheroidite,37.0,37.0
566,,,,,2,,SE,,4910X,567,5.0,129,um,micrograph567.tif,pearlite+spheroidite,,
567,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,4910X,568,5.0,129,um,micrograph568.tif,spheroidite,18.0,18.0
568,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,1964X,569,10.0,103,um,micrograph569.tif,spheroidite,16.0,16.0
569,,,,,2,,BSE,IN3 Unetched,982x,570,20.0,103,um,micrograph570.tif,hole,45.0,45.0
570,,,,,2,,SE,,,571,100.0,103,um,micrograph571.tif,,,
571,,,,,2,,SE,,1178X,572,20.0,124,um,micrograph572.tif,pearlite+spheroidite,,
572,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,4910X,573,5.0,129,um,micrograph573.tif,spheroidite,6.0,6.0
573,,,,,2,,BSE,,6383x,574,2.0,67,um,micrograph574.tif,quality,,
574,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,,575,100.0,103,um,micrograph575.tif,,32.0,32.0
575,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,1964X,576,10.0,103,um,micrograph576.tif,pearlite+spheroidite,31.0,31.0
576,,,,,2,,SE,SIS_XL.TIF,491x,577,50.0,129,um,micrograph577.bmp,indent,47.0,47.0
577,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,491x,578,50.0,129,um,micrograph578.tif,sample,35.0,35.0
578,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,982x,579,20.0,103,um,micrograph579.tif,spheroidite+widmanstatten,37.0,37.0
579,,,,,2,,BSE,SIS_XL.TIF,32x,580,500.0,85,um,micrograph580.tif,hole,47.0,47.0
580,,,,,2,,BSE,,4910x,581,5.0,129,um,micrograph581.tif,quality,,
581,,,,,2,,BSE,SIS_XL.TIF,98x,582,200.0,103,um,micrograph582.bmp,indent,47.0,47.0
582,,,,,2,,BSE,,982x,583,20.0,103,um,micrograph583.tif,hole,,
583,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,118x,584,200.0,124,um,micrograph584.tif,network,12.0,12.0
584,,,,,2,,BSE,,98x,585,200.0,103,um,micrograph585.tif,crack,,
585,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,7856X,586,2.0,83,um,micrograph586.tif,spheroidite+widmanstatten,34.0,34.0
586,,,,,2,,BSE,IN3 Unetched,1964X,587,10.0,103,um,micrograph587.tif,crack,45.0,45.0
587,,,,,2,,BSE,IN3 Unetched,4910x,588,5.0,129,um,micrograph588.tif,crack,45.0,45.0
588,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,1964X,589,10.0,103,um,micrograph589.tif,spheroidite,16.0,16.0
589,,,,,2,,SE,ET Gyro,19641x,590,1.0,103,um,micrograph590.tif,quality,42.0,42.0
590,,,,,2,,,Gaunt - Utah 1.5 yr explant M,64X,591,200.0,67,um,micrograph591.tif,quality,43.0,43.0
591,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,98x,592,200.0,103,um,micrograph592.tif,network,34.0,34.0
592,,,,,2,,BSE,,3437x,593,5.0,90,um,micrograph593.tif,,,
593,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,,594,2.0,103,um,micrograph594.tif,spheroidite,18.0,18.0
594,,,,,2,,SE,SIS_XL.TIF,982x,595,20.0,103,um,micrograph595.tif,,47.0,47.0
595,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,4910X,596,5.0,129,um,micrograph596.tif,spheroidite,38.0,38.0
596,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,98x,597,200.0,103,um,micrograph597.tif,network,26.0,26.0
597,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,982x,598,20.0,103,um,micrograph598.tif,spheroidite,23.0,23.0
598,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,982x,599,20.0,103,um,micrograph599.tif,spheroidite+widmanstatten,40.0,40.0
599,,,,,2,,BSE,,,600,500.0,129,um,micrograph600.tif,,,
600,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,1964X,601,10.0,103,um,micrograph601.tif,spheroidite,13.0,13.0
601,,,,,2,,BSE,,982x,602,20.0,103,um,micrograph602.tif,pearlite+spheroidite,,
602,,,,,2,,SE,IN3 Unetched,24551X,603,1.0,129,um,micrograph603.tif,crack,45.0,45.0
603,,,,,2,,SE,IN1 Etched Sample,14731x,604,2.0,154,um,micrograph604.tif,pearlite,44.0,44.0
604,,,,,2,,SE,SIS_XL.TIF,63833X,605,200.0,67,nm,micrograph605.tif,quality,47.0,47.0
605,,,,,2,,SE,,491x,606,50.0,129,um,micrograph606.tif,,,
606,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,1178X,607,20.0,124,um,micrograph607.tif,spheroidite,34.0,34.0
607,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,246x,608,100.0,129,um,micrograph608.tif,network,24.0,24.0
608,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,982x,609,20.0,103,um,micrograph609.tif,pearlite+spheroidite,31.0,31.0
609,,,,,2,,SE,IN1 Etched Sample,48X,610,500.0,125,um,micrograph610.tif,network,44.0,44.0
610,C,970.0,48.0,H,2,Q,SE,AC1 970C 48H Q,1964X,611,10.0,103,um,micrograph611.tif,spheroidite,27.0,27.0
611,,,,,2,,BSE,,,612,500.0,129,um,micrograph612.tif,,,
612,,,,,2,,BSE,IN3 Unetched,246x,613,100.0,129,um,micrograph613.tif,crack,45.0,45.0
613,C,800.0,5.0,M,2,Q,SE,AC1 800C 5M Q,,614,10.0,129,um,micrograph614.tif,,8.0,8.0
614,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,,615,500.0,129,um,micrograph615.tif,network,29.0,29.0
615,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,786x,616,20.0,83,um,micrograph616.tif,spheroidite,24.0,24.0
616,,,,,2,,SE,IN3 Unetched,1964X,617,10.0,103,um,micrograph617.tif,crack,45.0,45.0
617,,,,,2,,SE,SIS_XL.TIF,4910x,618,5.0,129,um,micrograph618.tif,quality,47.0,47.0
618,,,,,2,,SE,,1473X,619,20.0,154,um,micrograph619.tif,,,
619,,,,,2,,SE,SIS_XL.TIF,1178X,620,20.0,124,um,micrograph620.tif,,47.0,47.0
620,,,,,2,,SE,SIS_XL.TIF,1473X,621,20.0,154,um,micrograph621.tif,,47.0,47.0
621,,,,,2,,SE,SIS_XL.TIF,982x,622,20.0,103,um,micrograph622.tif,crack,47.0,47.0
622,,,,,2,,BSE,SIS_XL.TIF,,623,10.0,129,um,micrograph623.tif,crack,47.0,47.0
623,,,,,2,,BSE,,,624,500.0,129,um,micrograph624.tif,,,
624,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,49X,625,500.0,129,um,micrograph625.tif,network,29.0,29.0
625,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,98X,626,200.0,103,um,micrograph626.tif,network,31.0,31.0
626,,,,,2,,BSE,SIS_XL.TIF,147x,627,200.0,154,um,micrograph627.tif,,47.0,47.0
627,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,982x,628,20.0,103,um,micrograph628.tif,spheroidite+widmanstatten,40.0,40.0
628,,,,,2,,BSE,,,629,500.0,129,um,micrograph629.tif,,,
629,,,,,2,,SE,SIS_XL.TIF,,630,100.0,103,um,micrograph630.tif,indent,47.0,47.0
630,,,,,2,,SE,IN1 Etched Sample,11785x,631,2.0,124,um,micrograph631.tif,quality,44.0,44.0
631,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,4910X,632,5.0,129,um,micrograph632.tif,spheroidite,23.0,23.0
632,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,1964X,633,10.0,103,um,micrograph633.tif,spheroidite,7.0,7.0
633,,,,,2,,BSE,Midrex DRI,491x,634,50.0,129,um,micrograph634.tif,hole,46.0,46.0
634,,,,,2,,SE,SIS_XL.TIF,118x,635,200.0,124,um,micrograph635.tif,sample,47.0,47.0
635,C,970.0,90.0,M,2,Q,BSE,AC1 970C 90M Q,3437x,636,5.0,90,um,micrograph636.tif,,40.0,40.0
636,,,,,2,,SE,,4910x,637,5.0,129,um,micrograph637.tif,pearlite+spheroidite,,
637,,,,,2,,SE,SIS_XL.TIF,491x,638,50.0,129,um,micrograph638.tif,,47.0,47.0
638,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,3437x,639,5.0,90,um,micrograph639.tif,spheroidite,19.0,19.0
639,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,1473X,640,20.0,154,um,micrograph640.tif,spheroidite+widmanstatten,28.0,28.0
640,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,1964X,641,10.0,103,um,micrograph641.tif,spheroidite,2.0,2.0
641,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,98x,642,200.0,103,um,micrograph642.tif,network,31.0,31.0
642,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,1964X,643,10.0,103,um,micrograph643.tif,spheroidite+widmanstatten,16.0,16.0
643,,,,,2,,SE,,4910x,644,5.0,129,um,micrograph644.tif,pearlite+spheroidite,,
644,,,,,2,,SE,SIS_XL.TIF,49X,645,500.0,129,um,micrograph645.tif,sample,47.0,47.0
645,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,98X,646,200.0,103,um,micrograph646.tif,network,37.0,37.0
646,,,,,2,,BSE,SIS_XL.TIF,491x,647,50.0,129,um,micrograph647.tif,,47.0,47.0
647,,,,,2,,SE,,,648,10.0,129,um,micrograph648.tif,pearlite+spheroidite,,
648,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,98x,649,200.0,103,um,micrograph649.tif,network,31.0,31.0
649,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,786x,650,20.0,83,um,micrograph650.tif,spheroidite+widmanstatten,25.0,25.0
650,,,,,2,,SE,IN3 Unetched,246x,651,100.0,129,um,micrograph651.tif,crack,45.0,45.0
651,,,,,2,,BSE,,,652,10.0,129,um,micrograph652.tif,pearlite,,
652,,,,,2,,SE,,49X,653,500.0,129,um,micrograph653.tif,,,
653,,,,,2,,SE,IN1 Etched Sample,11785x,654,2.0,124,um,micrograph654.tif,quality,44.0,44.0
654,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,1473X,655,20.0,154,um,micrograph655.tif,spheroidite,24.0,24.0
655,,,,,2,,SE,,,656,10.0,129,um,micrograph656.tif,pearlite+spheroidite,,
656,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,4910X,657,5.0,129,um,micrograph657.tif,quality,34.0,34.0
657,,,,,2,,SE,SIS_XL.TIF,3437X,658,5.0,90,um,micrograph658.tif,hole,47.0,47.0
658,C,800.0,5.0,M,2,Q,SE,AC1 800C 5M Q,98x,659,200.0,103,um,micrograph659.tif,network,8.0,8.0
659,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,982x,660,20.0,103,um,micrograph660.tif,pearlite+spheroidite,5.0,5.0
660,,,,,2,,SE,,49102x,661,500.0,129,nm,micrograph661.tif,quality,,
661,,,,,2,,BSE,,4910x,662,5.0,129,um,micrograph662.tif,quality,,
662,,,,,2,,SE,SIS_XL.TIF,98x,663,200.0,103,um,micrograph663.bmp,indent,47.0,47.0
663,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,4910X,664,5.0,129,um,micrograph664.tif,spheroidite,26.0,26.0
664,C,970.0,90.0,M,2,FC,BSE,AC1 970C 90M FC,246x,665,100.0,129,um,micrograph665.tif,sample,35.0,35.0
665,,,,,2,,SE,SIS_XL.TIF,,666,500.0,129,um,micrograph666.tif,quality,47.0,47.0
666,,,,,2,,BSE,,1964X,667,10.0,103,um,micrograph667.tif,,,
667,C,900.0,5.0,M,2,Q,SE,AC1 900C 5M Q,1964X,668,10.0,103,um,micrograph668.tif,,22.0,22.0
668,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,4910X,669,5.0,129,um,micrograph669.tif,,35.0,35.0
669,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,1964X,670,10.0,103,um,micrograph670.tif,spheroidite,2.0,2.0
670,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,1964X,671,10.0,103,um,micrograph671.tif,spheroidite,13.0,13.0
671,,,,,2,,BSE,,1178X,672,20.0,124,um,micrograph672.tif,pearlite+spheroidite,,
672,,,,,2,,BSE,SIS_XL.TIF,491x,673,50.0,129,um,micrograph673.bmp,indent,47.0,47.0
673,,,,,2,,SE,,,674,2.0,103,um,micrograph674.tif,quality,,
674,,,,,2,,SE,IN3 Unetched,,675,2.0,83,um,micrograph675.tif,quality,45.0,45.0
675,,,,,2,,SE,,4910x,676,5.0,129,um,micrograph676.tif,pearlite+spheroidite,,
676,C,1100.0,1.0,H,2,650-1H,SE,AC1 1100C 1H 650C 1H,,677,2.0,103,um,micrograph677.tif,pearlite+spheroidite,5.0,5.0
677,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,1964X,678,10.0,103,um,micrograph678.tif,spheroidite,18.0,18.0
678,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,4910X,679,5.0,129,um,micrograph679.tif,spheroidite,23.0,23.0
679,,,,,2,,SE,,49102x,680,500.0,129,nm,micrograph680.tif,quality,,
680,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,1964X,681,10.0,103,um,micrograph681.png,spheroidite,39.0,39.0
681,,,,,2,,SE,SIS_XL.TIF,46X,682,500.0,122,um,micrograph682.tif,network,47.0,47.0
682,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,4910X,683,5.0,129,um,micrograph683.tif,spheroidite,18.0,18.0
683,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1473X,684,20.0,154,um,micrograph684.tif,spheroidite,24.0,24.0
684,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,1473X,685,20.0,154,um,micrograph685.tif,spheroidite,24.0,24.0
685,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,982x,686,20.0,103,um,micrograph686.tif,,35.0,35.0
686,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,98X,687,200.0,103,um,micrograph687.tif,network,25.0,25.0
687,,,,,2,,SE,IN3 Unetched,982x,688,20.0,103,um,micrograph688.tif,quality,45.0,45.0
688,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,1964X,689,10.0,103,um,micrograph689.png,spheroidite,39.0,39.0
689,,,,,2,,SE,,49X,690,500.0,129,um,micrograph690.tif,network,,
690,,,,,2,,SE,SIS_XL.TIF,4910X,691,5.0,129,um,micrograph691.tif,pearlite,47.0,47.0
691,,,,,2,,SE,,491x,692,50.0,129,um,micrograph692.tif,,,
692,,,,,2,,SE,,1964X,693,10.0,103,um,micrograph693.tif,,,
693,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,982x,694,20.0,103,um,micrograph694.tif,spheroidite,25.0,25.0
694,,,,,2,,SE,ET Gyro,98205x,695,,115,,micrograph695.jpg,figure,42.0,42.0
695,,,,,2,,SE,,98x,696,200.0,103,um,micrograph696.tif,,,
696,,,,,2,,SE,SIS_XL.TIF,,697,10.0,129,um,micrograph697.tif,,47.0,47.0
697,,,,,2,,SE,,491x,698,50.0,129,um,micrograph698.tif,,,
698,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,1964X,699,10.0,103,um,micrograph699.tif,spheroidite,2.0,2.0
